  record# Type Ch         TimeTag        TrueTime/ns    DTime
     35884 CHN 0          206281149        10314093549   1314
     35886 CHN 0          206283397        10314205950    983
     35888 CHN 0          206287891        10314430651   1004
     35889 CHN 0          206288417        10314456951   1035
     35891 CHN 0          206302770        10315174603   1006
     35893 CHN 0          206310652        10315568704   1010
     35895 CHN 0          206312738        10315673005   1024
     35897 CHN 0          206314562        10315764205    983
     35898 CHN 0          206314803        10315776255   1066
     35900 CHN 0          206321892        10316130706    709
     35902 CHN 0          206339962        10317034210   1127
     35904 CHN 0          206343551        10317213660   1010
     35906 CHN 0          206344987        10317285460    921
     35908 CHN 0          206350540        10317563111   1020
     35910 CHN 0          206359687        10318020463    701
     35912 CHN 0          206364490        10318260614   1213
     35914 CHN 0          206364881        10318280164   1007
     35916 CHN 0          206391894        10319630819   1034
     35918 CHN 0          206395591        10319815669   1012
     35920 CHN 0          206413754        10320723823    987
     35922 CHN 0          206417706        10320921423   1753
     35925 CHN 0          206442306        10322151428   1255
     35927 CHN 0          206442645        10322168378   1013
     35929 CHN 0          206445108        10322291528   1022
     35931 CHN 0          206449478        10322510029    877
     35933 CHN 0          206454201        10322746180   1045
     35935 CHN 0          206460476        10323059931   1142
     35937 CHN 0          206478357        10323953984   1010
     35938 CHN 0          206478995        10323985884   1040
     35940 CHN 0          206496968        10324884537    979
     35942 CHN 0          206515415        10325806890    984
     35944 CHN 0          206532671        10326669693    997
     35946 CHN 0          206547296        10327400946   1041
     35948 CHN 0          206553042        10327688247   1129
     35950 CHN 0          206572128        10328642550   1361
     35952 CHN 0          206576863        10328879301   1064
     35954 CHN 0          206595403        10329806304    997
     35956 CHN 0          206602047        10330138505    635
     35958 CHN 0          206610772        10330574757   1048
     35960 CHN 0          206617643        10330918308   1008
     35964 CHN 0          206683780        10334225170   1079
     35966 CHN 0          206704384        10335255373   1023
     35968 CHN 0          206705847        10335328524    975
     35970 CHN 0          206710095        10335540924    683
     35972 CHN 0          206731173        10336594828   1104
     35974 CHN 0          206739879        10337030130   1100
     35976 CHN 0          206740502        10337061280    981
     35978 CHN 0          206744285        10337250430    981
     35980 CHN 0          206758904        10337981383   1889
     35982 CHN 0          206768727        10338472535   1140
     35984 CHN 0          206770933        10338582835   1034
     35986 CHN 0          206772358        10338654085   1014
     35988 CHN 0          206783486        10339210487   1020
     35990 CHN 0          206790286        10339550488   1032
     35992 CHN 0          206807069        10340389641   1084
     35994 CHN 0          206832888        10341680596   1069
     35996 CHN 0          206838648        10341968597   1016
     35998 CHN 0          206839319        10342002147   1030
     36000 CHN 0          206855852        10342828800   1142
     36002 CHN 0          206862313        10343151851   1014
     36004 CHN 0          206865272        10343299802   1144
     36006 CHN 0          206893734        10344722907   1079
     36008 CHN 0          206909942        10345533309   1153
     36010 CHN 0          206921586        10346115511   1132
     36012 CHN 0          206925356        10346304012   1062
     36014 CHN 0          206932656        10346669013   1199
     36016 CHN 0          206945989        10347335666   2243
     36018 CHN 0          206950977        10347585067   1104
     36020 CHN 0          206973243        10348698370   1318
     36022 CHN 0          206975891        10348830771   1040
     36024 CHN 0          206991175        10349594974   1001
     36026 CHN 0          207008914        10350481927   1062
     36028 CHN 0          207009936        10350533027   1017
     36030 CHN 0          207015221        10350797278   1104
     36032 CHN 0          207039489        10352010682   1026
     36033 CHN 0          207040391        10352055782   1004
     36035 CHN 0          207044280        10352250233   1084
     36037 CHN 0          207054446        10352758535   1040
     36039 CHN 0          207063356        10353204036   1064
     36041 CHN 0          207075283        10353800388    994
     36043 CHN 0          207085659        10354319190   2590
     36045 CHN 0          207087045        10354388490   1064
     36048 CHN 0          207130161        10356544298   1056
     36051 CHN 0          207163305        10358201504   1010
     36053 CHN 0          207167214        10358396954   1029
     36055 CHN 0          207171822        10358627355   1011
     36057 CHN 0          207176789        10358875706    997
     36059 CHN 0          207188880        10359480258   1140
     36061 CHN 0          207200583        10360065410   2847
     36063 CHN 0          207210517        10360562112   1049
     36065 CHN 0          207215727        10360822613   1085
     36067 CHN 0          207228428        10361457665    985
     36069 CHN 0          207232606        10361666566   1026
     36071 CHN 0          207250458        10362559169   2443
     36073 CHN 0          207270748        10363573673   1046
     36075 CHN 0          207272443        10363658423   1059
     36077 CHN 0          207282915        10364182025   1044
     36079 CHN 0          207286435        10364358025   1049
     36081 CHN 0          207287963        10364434426    999
     36084 CHN 0          207349978        10367535186   1095
     36086 CHN 0          207353087        10367690637    977
     36088 CHN 0          207363190        10368195789    991
     36090 CHN 0          207370774        10368574990   1151
     36092 CHN 0          207375156        10368794091   1020
     36094 CHN 0          207379138        10368993191   1133
     36096 CHN 0          207389622        10369517393   1080
     36098 CHN 0          207400482        10370060395   1031
     36100 CHN 0          207407437        10370408146    999
     36102 CHN 0          207437345        10371903552   1031
     36104 CHN 0          207445236        10372298103   1103
     36106 CHN 0          207469041        10373488357   2861
     36109 CHN 0          207508122        10375442414   1013
     36111 CHN 0          207518500        10375961316   1085
     36113 CHN 0          207531248        10376598718   1083
     36115 CHN 0          207547184        10377395521   1021
     36117 CHN 0          207552998        10377686222   1204
     36119 CHN 0          207559081        10377990373   1009
     36121 CHN 0          207562550        10378163824    980
     36123 CHN 0          207567733        10378422974    133
     36125 CHN 0          207572256        10378649125    997
     36127 CHN 0          207578142        10378943426    384
     36129 CHN 0          207580171        10379044877    657
     36131 CHN 0          207584601        10379266377   1300
     36134 CHN 0          207648778        10382475239   1029
     36136 CHN 0          207651600        10382616339   1133
     36138 CHN 0          207655350        10382803840   1070
     36140 CHN 0          207661970        10383134841   1047
     36142 CHN 0          207687820        10384427345   1099
     36144 CHN 0          207703880        10385230348   1007
     36146 CHN 0          207709912        10385531949   1068
     36148 CHN 0          207712527        10385662700   1231
     36150 CHN 0          207714242        10385748450    996
     36152 CHN 0          207715406        10385806650   2860
     36155 CHN 0          207745867        10387329706   1071
     36157 CHN 0          207749214        10387497056   1143
     36159 CHN 0          207777495        10388911111   1027
     36161 CHN 0          207790498        10389561263   1023
     36163 CHN 0          207792371        10389654914   1048
     36164 CHN 0          207792921        10389682414   1062
     36166 CHN 0          207795862        10389829464   1053
     36168 CHN 0          207800294        10390051065   1207
     36170 CHN 0          207817227        10390897718   1034
     36172 CHN 0          207831519        10391612321    997
     36174 CHN 0          207850733        10392573024   1175
     36176 CHN 0          207857982        10392935475   1064
     36178 CHN 0          207861905        10393131626   1041
     36180 CHN 0          207868028        10393437777   1089
     36182 CHN 0          207870475        10393560127   1022
     36184 CHN 0          207886656        10394369180    665
     36186 CHN 0          207890154        10394544081   1113
     36188 CHN 0          207900181        10395045433   2576
     36190 CHN 0          207908457        10395459234   1025
     36192 CHN 0          207920680        10396070386    996
     36194 CHN 0          207923079        10396190337   1044
     36196 CHN 0          207925979        10396335337   1010
     36199 CHN 0          207987746        10399423698   1065
     36201 CHN 0          208007102        10400391501   1332
     36203 CHN 0          208024258        10401249304   1012
     36205 CHN 0          208028746        10401473705   1064
     36207 CHN 0          208038543        10401963557   1069
     36209 CHN 0          208054399        10402756360   1019
     36211 CHN 0          208065075        10403290162   1043
     36213 CHN 0          208079180        10403995414   1969
     36215 CHN 0          208093441        10404708466   1109
     36217 CHN 0          208097129        10404892867   1018
     36220 CHN 0          208137264        10406899624   1036
     36222 CHN 0          208144094        10407241125   1057
     36224 CHN 0          208148508        10407461826    410
     36226 CHN 0          208150157        10407544276   1053
     36228 CHN 0          208153760        10407724427   1025
     36230 CHN 0          208157746        10407923728   1142
     36232 CHN 0          208169219        10408497380    995
     36234 CHN 0          208189276        10409500233   1014
     36236 CHN 0          208209462        10410509537    991
     36237 CHN 0          208209702        10410521537   1006
     36239 CHN 0          208211424        10410607637   1157
     36241 CHN 0          208217904        10410931638   1126
     36243 CHN 0          208236694        10411871142   1027
     36245 CHN 0          208243808        10412226843   1087
     36247 CHN 0          208249283        10412500594   1175
     36249 CHN 0          208251304        10412601644   1044
     36251 CHN 0          208270047        10413538797   1042
     36253 CHN 0          208299920        10415032453    596
     36255 CHN 0          208307363        10415404604    201
     36257 CHN 0          208316482        10415860556   1011
     36259 CHN 0          208321326        10416102756   1042
     36261 CHN 0          208344839        10417278410   1008
     36263 CHN 0          208346889        10417380911   1151
     36265 CHN 0          208363742        10418223564   1039
     36267 CHN 0          208372565        10418664715   1047
     36269 CHN 0          208399233        10419998120   1006
     36271 CHN 0          208416067        10420839823    991
     36272 CHN 0          208416696        10420871273   1003
     36274 CHN 0          208420980        10421085474   1019
     36276 CHN 0          208448899        10422481429    980
     36278 CHN 0          208458843        10422978630   2164
     36280 CHN 0          208470020        10423537482   1608
     36282 CHN 0          208479001        10423986534   1088
     36284 CHN 0          208479966        10424034784   1086
     36286 CHN 0          208493600        10424716487   1121
     36288 CHN 0          208502989        10425185938   1005
     36290 CHN 0          208523272        10426200092   1026
     36292 CHN 0          208526541        10426363542   1088
     36294 CHN 0          208534178        10426745394   1076
     36296 CHN 0          208557480        10427910498   1026
     36298 CHN 0          208562201        10428146549    999
     36300 CHN 0          208594508        10429761904    997
     36302 CHN 0          208601863        10430129655   1067
     36304 CHN 0          208602851        10430179056   1006
     36306 CHN 0          208608233        10430448157   1013
     36308 CHN 0          208610725        10430572757   1982
     36310 CHN 0          208633359        10431704461   1972
     36312 CHN 0          208653940        10432733515    679
     36314 CHN 0          208676204        10433846718   1029
     36317 CHN 0          208704106        10435241823   1002
     36319 CHN 0          208714746        10435773825   1065
     36321 CHN 0          208720239        10436048476   1021
     36323 CHN 0          208724876        10436280327   1079
     36325 CHN 0          208731906        10436631828   1058
     36327 CHN 0          208748133        10437443181   1008
     36329 CHN 0          208750299        10437551481   1063
     36331 CHN 0          208750712        10437572132   1070
     36333 CHN 0          208771348        10438603935   1084
     36335 CHN 0          208773722        10438722636   3012
     36337 CHN 0          208780387        10439055887   1051
     36339 CHN 0          208788916        10439482338   1009
     36341 CHN 0          208792185        10439645789   1017
     36343 CHN 0          208799771        10440025090   1031
     36345 CHN 0          208801666        10440119840    990
     36347 CHN 0          208821536        10441113344   1031
     36349 CHN 0          208838058        10441939447   1071
     36351 CHN 0          208849971        10442535099   1083
     36353 CHN 0          208860367        10443054901   1025
     36354 CHN 0          208860966        10443084851   1183
     36356 CHN 0          208864265        10443249801   2047
     36358 CHN 0          208865994        10443336252   1142
     36360 CHN 0          208880505        10444061804   1086
     36362 CHN 0          208907433        10445408209   1053
     36363 CHN 0          208907550        10445414059    999
     36365 CHN 0          208908738        10445473459   1061
     36367 CHN 0          208934175        10446745314   1120
     36369 CHN 0          208952584        10447665767   1023
     36371 CHN 0          208967771        10448425119   1043
     36373 CHN 0          208971757        10448624420   1105
     36375 CHN 0          208980405        10449056822   1370
     36377 CHN 0          208998169        10449945025   1080
     36379 CHN 0          209004151        10450244126   1047
     36382 CHN 0          209048943        10452483734    986
     36384 CHN 0          209054822        10452777685    992
     36386 CHN 0          209059602        10453016686   1041
     36388 CHN 0          209067411        10453407137   1262
     36390 CHN 0          209072555        10453664338   1019
     36392 CHN 0          209075961        10453834638    987
     36395 CHN 0          209103226        10455197893    647
     36397 CHN 0          209105416        10455307394   1184
     36399 CHN 0          209112902        10455681695   1042
     36401 CHN 0          209123642        10456218697   1116
     36403 CHN 0          209144116        10457242400    978
     36405 CHN 0          209164222        10458247704   1113
     36407 CHN 0          209168489        10458461055   1016
     36409 CHN 0          209186649        10459369058   1015
     36411 CHN 0          209191380        10459605609   1059
     36413 CHN 0          209198056        10459939410   1033
     36415 CHN 0          209211714        10460622312   1006
     36417 CHN 0          209240263        10462049767   3107
     36419 CHN 0          209254250        10462749120   1005
     36421 CHN 0          209272467        10463659973   1071
     36423 CHN 0          209276915        10463882374    973
     36425 CHN 0          209285342        10464303725   1159
     36427 CHN 0          209290083        10464540776   2619
     36429 CHN 0          209296604        10464866827   1002
     36430 CHN 0          209296911        10464882177   1050
     36432 CHN 0          209308598        10465466529   1511
     36434 CHN 0          209335715        10466822384   1017
     36436 CHN 0          209357866        10467929938   1024
     36438 CHN 0          209366183        10468345789   1046
     36440 CHN 0          209372407        10468656990   1044
     36442 CHN 0          209387901        10469431693   1082
     36444 CHN 0          209396917        10469882495   1092
     36446 CHN 0          209404565        10470264896   1073
     36448 CHN 0          209423544        10471213849   1052
     36450 CHN 0          209425794        10471326350   1130
     36452 CHN 0          209432964        10471684851   1137
     36454 CHN 0          209435414        10471807351   1143
     36456 CHN 0          209437647        10471919002   1013
     36458 CHN 0          209453645        10472718905   1001
     36461 CHN 0          209494864        10474779862   1046
     36463 CHN 0          209497648        10474919062   2785
     36465 CHN 0          209503049        10475189113   1079
     36467 CHN 0          209503966        10475234963   1000
     36469 CHN 0          209530781        10476575718   1050
     36471 CHN 0          209555144        10477793872   1010
     36473 CHN 0          209560690        10478071173   2344
     36475 CHN 0          209574713        10478772326    998
     36477 CHN 0          209582652        10479169277    998
     36479 CHN 0          209589582        10479515778   1038
     36481 CHN 0          209598412        10479957280   1046
     36483 CHN 0          209603545        10480213931   1032
     36485 CHN 0          209613390        10480706182   1090
     36487 CHN 0          209615950        10480834183   1023
     36490 CHN 0          209651929        10482633139   2585
     36492 CHN 0          209658382        10482955790   2275
     36494 CHN 0          209662449        10483159141    975
     36496 CHN 0          209673290        10483701193   1053
     36498 CHN 0          209684445        10484258945   1136
     36500 CHN 0          209700655        10485069448   1074
     36502 CHN 0          209703588        10485216098    984
     36504 CHN 0          209715610        10485817200   1171
     36506 CHN 0          209728747        10486474053    992
     36508 CHN 0          209747668        10487420106   1019
     36510 CHN 0          209748663        10487469856   1056
     36512 CHN 0          209758437        10487958558   1069
     36514 CHN 0          209768794        10488476410   2434
     36516 CHN 0          209773316        10488702510   1006
     36518 CHN 0          209779051        10488989261   1013
     36520 CHN 0          209790535        10489563463   1016
     36522 CHN 0          209818000        10490936718   1173
     36525 CHN 0          209843399        10492206673   1050
     36527 CHN 0          209850367        10492555074    992
     36529 CHN 0          209865345        10493303977   1022
     36530 CHN 0          209865701        10493321777   1024
     36532 CHN 0          209881812        10494127329   1167
     36534 CHN 0          209887456        10494409530   2697
     36536 CHN 0          209904519        10495262683   1143
     36538 CHN 0          209909953        10495534384   1401
     36540 CHN 0          209928991        10496486288   1005
     36543 CHN 0          209965967        10498335094   1230
     36545 CHN 0          209976775        10498875496    985
     36547 CHN 0          209978192        10498946346    979
     36549 CHN 0          209981726        10499123047   1173
     36551 CHN 0          210010244        10500548952    981
     36553 CHN 0          210035832        10501828356   1093
     36555 CHN 0          210059644        10503018961   1022
     36556 CHN 0          210059767        10503025111   1010
     36558 CHN 0          210074124        10503742963     96
     36560 CHN 0          210086872        10504380365   1018
     36562 CHN 0          210088787        10504476116   2618
     36564 CHN 0          210107857        10505429619   1047
     36566 CHN 0          210117301        10505901821   1013
     36568 CHN 0          210119426        10506008071   1120
     36570 CHN 0          210132585        10506666023   1110
     36572 CHN 0          210151926        10507633077    991
     36574 CHN 0          210172708        10508672180    989
     36576 CHN 0          210175080        10508790781   1100
     36578 CHN 0          210181673        10509120432   1030
     36580 CHN 0          210183705        10509222032   1079
     36582 CHN 0          210186592        10509366383   1164
     36584 CHN 0          210188332        10509453383   1059
     36586 CHN 0          210193061        10509689834    647
     36588 CHN 0          210198098        10509941685   1247
     36590 CHN 0          210206196        10510346586    814
     36592 CHN 0          210209970        10510535287   1024
     36594 CHN 0          210229002        10511486890    987
     36596 CHN 0          210249179        10512495744    984
     36599 CHN 0          210283863        10514229950   2877
     36602 CHN 0          210337276        10516900609   1280
     36604 CHN 0          210342124        10517143010   1023
     36606 CHN 0          210362160        10518144814    436
     36608 CHN 0          210363263        10518199964   1029
     36610 CHN 0          210365272        10518300414   1146
     36612 CHN 0          210366807        10518377164    136
     36614 CHN 0          210382250        10519149317   1099
     36616 CHN 0          210390617        10519567668   1377
     36618 CHN 0          210402724        10520173021   1051
     36620 CHN 0          210412674        10520670522   1064
     36621 CHN 0          210412860        10520679822   2785
     36623 CHN 0          210423969        10521235274    988
     36625 CHN 0          210425577        10521315675    998
     36627 CHN 0          210432675        10521670576   1008
     36629 CHN 0          210439270        10522000327   1132
     36631 CHN 0          210450768        10522575229   1166
     36633 CHN 0          210459281        10523000881   2358
     36636 CHN 0          210518302        10525951941   1139
     36639 CHN 0          210559728        10528023248   1005
     36641 CHN 0          210573306        10528702150    984
     36643 CHN 0          210586769        10529375303   2552
     36645 CHN 0          210589725        10529523103    981
     36647 CHN 0          210592143        10529644004   1045
     36649 CHN 0          210597377        10529905705   1007
     36651 CHN 0          210610976        10530585657   1031
     36653 CHN 0          210621387        10531106209    213
     36655 CHN 0          210636861        10531879912   3006
     36658 CHN 0          210663050        10533189366   1046
     36660 CHN 0          210668582        10533465967   1114
     36662 CHN 0          210677582        10533915969    975
     36664 CHN 0          210694485        10534761122   1017
     36666 CHN 0          210706580        10535365874   1006
     36667 CHN 0          210706905        10535382124   1011
     36669 CHN 0          210712176        10535645675   2502
     36671 CHN 0          210720769        10536075326   2645
     36674 CHN 0          210763424        10538208084   1054
     36676 CHN 0          210766322        10538352984   1023
     36678 CHN 0          210794865        10539780139   1044
     36680 CHN 0          210800887        10540081240   1065
     36682 CHN 0          210806277        10540350741   1009
     36684 CHN 0          210824954        10541284594   1066
     36686 CHN 0          210831279        10541600846   1054
     36688 CHN 0          210854527        10542763250    993
     36690 CHN 0          210858383        10542956050   1074
     36692 CHN 0          210859896        10543031701   1004
     36694 CHN 0          210860879        10543080851   1051
     36696 CHN 0          210885620        10544317905   1102
     36698 CHN 0          210903431        10545208458   1029
     36700 CHN 0          210907180        10545395909   1249
     36702 CHN 0          210908393        10545456559   1014
     36704 CHN 0          210930436        10546558713   1015
     36706 CHN 0          210946929        10547383366   3011
     36708 CHN 0          210960819        10548077868   1150
     36710 CHN 0          210993291        10549701474   1006
     36712 CHN 0          211016110        10550842428    998
     36715 CHN 0          211050526        10552563234   1133
     36717 CHN 0          211056489        10552861385   1019
     36719 CHN 0          211067163        10553395087   1130
     36721 CHN 0          211075482        10553811038    993
     36723 CHN 0          211094241        10554748992   1015
     36725 CHN 0          211106153        10555344594    990
     36727 CHN 0          211107660        10555419944   1013
     36729 CHN 0          211112421        10555657995   1069
     36732 CHN 0          211160373        10558055603   1199
     36734 CHN 0          211164637        10558268804   1002
     36736 CHN 0          211185658        10559319858   1012
     36738 CHN 0          211198041        10559939010   1084
     36740 CHN 0          211213983        10560736113   1049
     36741 CHN 0          211214253        10560749613   1174
     36743 CHN 0          211220426        10561058264   1017
     36745 CHN 0          211225380        10561305965   1385
     36747 CHN 0          211227124        10561393165    638
     36749 CHN 0          211250152        10562544569    989
     36752 CHN 0          211285390        10564306475   1062
     36754 CHN 0          211296397        10564856827   1044
     36756 CHN 0          211308413        10565457629   1045
     36758 CHN 0          211315726        10565823280   1025
     36760 CHN 0          211316904        10565882181   1419
     36761 CHN 0          211317584        10565916181   1009
     36763 CHN 0          211338004        10566937184    979
     36765 CHN 0          211355603        10567817137   2622
     36767 CHN 0          211365170        10568295489   1058
     36769 CHN 0          211372417        10568657840    503
     36772 CHN 0          211407743        10570424146   1059
     36774 CHN 0          211439018        10571987902   1041
     36775 CHN 0          211439026        10571988302   1024
     36777 CHN 0          211452486        10572661304   1073
     36779 CHN 0          211457875        10572930755    989
     36782 CHN 0          211487604        10574417210   1079
     36784 CHN 0          211488228        10574448411   1058
     36786 CHN 0          211513179        10575695965   1020
     36788 CHN 0          211517705        10575922266    997
     36789 CHN 0          211517786        10575926316   1006
     36792 CHN 0          211552011        10577637572   1157
     36794 CHN 0          211563820        10578228024   1070
     36796 CHN 0          211578473        10578960676   1022
     36798 CHN 0          211588783        10579476178   1013
     36800 CHN 0          211591075        10579590779   1056
     36802 CHN 0          211599147        10579994380   1071
     36804 CHN 0          211602556        10580164831   1042
     36806 CHN 0          211605965        10580335281   1020
     36807 CHN 0          211606522        10580363131   1014
     36809 CHN 0          211613272        10580700632   1014
     36811 CHN 0          211622231        10581148584   1115
     36813 CHN 0          211629219        10581497985    999
     36815 CHN 0          211633180        10581696036   1032
     36817 CHN 0          211657058        10582889940    994
     36819 CHN 0          211670672        10583570642   1124
     36821 CHN 0          211694212        10584747647    993
     36823 CHN 0          211698109        10584942497   1012
     36825 CHN 0          211714975        10585785800   1000
     36827 CHN 0          211719634        10586018751   1884
     36829 CHN 0          211724711        10586272602   1012
     36831 CHN 0          211726279        10586351002   1012
     36833 CHN 0          211727735        10586423802   1177
     36835 CHN 0          211735934        10586833754   1812
     36836 CHN 0          211736088        10586841454   1053
     36839 CHN 0          211767789        10588426509    990
     36841 CHN 0          211793632        10589718664   1037
     36843 CHN 0          211807165        10590395316   1018
     36845 CHN 0          211809111        10590492617    981
     36847 CHN 0          211830854        10591579771      7
     36849 CHN 0          211843243        10592199223   1089
     36851 CHN 0          211848833        10592478724   1093
     36853 CHN 0          211849739        10592524024   1042
     36855 CHN 0          211871402        10593607178   1045
     36857 CHN 0          211887211        10594397630   2138
     36859 CHN 0          211895191        10594796632   1183
     36861 CHN 0          211919037        10595988936   1210
     36862 CHN 0          211919775        10596025836    641
     36864 CHN 0          211920571        10596065636   2774
     36866 CHN 0          211929682        10596521188   1178
     36868 CHN 0          211931246        10596599388    978
     36870 CHN 0          211947048        10597389491   1044
     36872 CHN 0          211959682        10598021193    991
     36874 CHN 0          211967074        10598390794   2056
     36876 CHN 0          211983807        10599227447   2112
     36878 CHN 0          211991475        10599610849   1222
     36882 CHN 0          212064842        10603279211   1019
     36884 CHN 0          212067380        10603406112   1086
     36886 CHN 0          212077336        10603903914   1015
     36889 CHN 0          212126492        10606361722   1059
     36891 CHN 0          212133349        10606704573    978
     36893 CHN 0          212146029        10607338576   1109
     36895 CHN 0          212175421        10608808181   1023
     36897 CHN 0          212182661        10609170182    997
     36899 CHN 0          212189224        10609498333    996
     36901 CHN 0          212194986        10609786434    996
     36903 CHN 0          212216850        10610879638    645
     36906 CHN 0          212272839        10613679098   1047
     36908 CHN 0          212287086        10614391450   1005
     36910 CHN 0          212295023        10614788302   1225
     36912 CHN 0          212303346        10615204453   1030
     36914 CHN 0          212304775        10615275903   1048
     36916 CHN 0          212307691        10615421704   1035
     36918 CHN 0          212320056        10616039956   1049
     36920 CHN 0          212338680        10616971159   1066
     36922 CHN 0          212341117        10617093010   1030
     36924 CHN 0          212344570        10617265660   1011
     36926 CHN 0          212348588        10617466561   2058
     36928 CHN 0          212350195        10617546911    991
     36929 CHN 0          212350366        10617555461    978
     36931 CHN 0          212356847        10617879513    997
     36933 CHN 0          212364233        10618248814   1053
     36935 CHN 0          212381551        10619114717   1342
     36937 CHN 0          212389699        10619522118   1007
     36939 CHN 0          212391902        10619632269   1074
     36941 CHN 0          212395298        10619802069   1008
     36943 CHN 0          212400373        10620055820   2952
     36945 CHN 0          212401358        10620105070   1003
     36947 CHN 0          212413440        10620709172   1014
     36949 CHN 0          212419946        10621034474   1094
     36951 CHN 0          212427145        10621394425   1038
     36954 CHN 0          212469261        10623500232   1046
     36956 CHN 0          212477082        10623891284   1167
     36958 CHN 0          212487992        10624436786   2975
     36960 CHN 0          212500892        10625081788   1017
     36962 CHN 0          212503543        10625214338   1015
     36964 CHN 0          212509302        10625502289    996
     36966 CHN 0          212527720        10626423192   1223
     36968 CHN 0          212532825        10626678443   1063
     36970 CHN 0          212533615        10626717944   1046
     36972 CHN 0          212543930        10627233695   1062
     36974 CHN 0          212558293        10627951848   1054
     36976 CHN 0          212580730        10629073702   1052
     36978 CHN 0          212587830        10629428703    982
     36981 CHN 0          212634125        10631743461   1006
     36983 CHN 0          212639166        10631995512   1116
     36985 CHN 0          212648749        10632474664   1014
     36987 CHN 0          212654197        10632747065   1020
     36989 CHN 0          212656703        10632872365    316
     36991 CHN 0          212660258        10633050116   1140
     36993 CHN 0          212673089        10633691668   1021
     36995 CHN 0          212685916        10634333020   1012
     36996 CHN 0          212686584        10634366420   1050
     36998 CHN 0          212715321        10635803275   1007
     37000 CHN 0          212718443        10635959376    986
     37002 CHN 0          212726734        10636373927   1007
     37004 CHN 0          212755895        10637831982    701
     37008 CHN 0          212823115        10641192994   1068
     37010 CHN 0          212825364        10641305445    632
     37012 CHN 0          212846158        10642345148   1129
     37014 CHN 0          212854462        10642760350   1009
     37016 CHN 0          212861015        10643088001   1042
     37018 CHN 0          212865917        10643333102   1258
     37020 CHN 0          212866192        10643346852    998
     37022 CHN 0          212869443        10643509402   1247
     37024 CHN 0          212873027        10643688603   1044
     37026 CHN 0          212887499        10644412205   1029
     37028 CHN 0          212892621        10644668306   1002
     37030 CHN 0          212914195        10645747010   1065
     37032 CHN 0          212923952        10646234862   1014
     37034 CHN 0          212926082        10646341362    988
     37036 CHN 0          212951994        10647636967   1265
     37038 CHN 0          212977184        10648896471   1079
     37040 CHN 0          212992118        10649643174   1091
     37042 CHN 0          212993194        10649696974   1024
     37044 CHN 0          213010032        10650538877   1021
     37046 CHN 0          213029207        10651497630   1068
     37048 CHN 0          213029995        10651537030   1133
     37050 CHN 0          213044271        10652250833   1100
     37052 CHN 0          213052276        10652651084   1313
     37054 CHN 0          213066351        10653354837   1189
     37056 CHN 0          213079233        10653998939   1289
     37058 CHN 0          213088836        10654479091   1086
     37060 CHN 0          213092314        10654652991    706
     37062 CHN 0          213094449        10654759742   1105
     37065 CHN 0          213150823        10657578452   1162
     37067 CHN 0          213153418        10657708202   1050
     37069 CHN 0          213158741        10657974353   1015
     37071 CHN 0          213176292        10658851906   1001
     37073 CHN 0          213182375        10659156057   1016
     37075 CHN 0          213198441        10659959360   1014
     37077 CHN 0          213201118        10660093210    891
     37079 CHN 0          213217921        10660933363   1497
     37081 CHN 0          213230638        10661569215   1010
     37083 CHN 0          213234908        10661782716    983
     37085 CHN 0          213236632        10661868917   1193
     37087 CHN 0          213240787        10662076667    974
     37089 CHN 0          213245281        10662301368   1016
     37091 CHN 0          213246186        10662346618    993
     37093 CHN 0          213259418        10663008221   1013
     37095 CHN 0          213262434        10663159021    995
     37097 CHN 0          213273191        10663696873    451
     37099 CHN 0          213275492        10663811923   1027
     37101 CHN 0          213277498        10663912224    991
     37103 CHN 0          213292264        10664650526   2357
     37104 CHN 0          213292699        10664672276   1006
     37106 CHN 0          213296530        10664863827   1062
     37108 CHN 0          213299898        10665032228   1009
     37110 CHN 0          213309743        10665524479   1353
     37112 CHN 0          213314175        10665746080   1026
     37113 CHN 0          213314373        10665755980   1769
     37115 CHN 0          213327108        10666392732   1082
     37117 CHN 0          213340779        10667076285   1036
     37119 CHN 0          213347339        10667404286   1049
     37120 CHN 0          213348166        10667445636   1068
     37122 CHN 0          213356181        10667846387   1034
     37124 CHN 0          213364918        10668283239   1120
     37126 CHN 0          213385466        10669310643    998
     37127 CHN 0          213385780        10669326343    700
     37129 CHN 0          213396016        10669838144   1045
     37131 CHN 0          213404751        10670274896   1074
     37133 CHN 0          213416448        10670859748    986
     37135 CHN 0          213437625        10671918602   1063
     37137 CHN 0          213444832        10672278953   1119
     37139 CHN 0          213448421        10672458404   1023
     37141 CHN 0          213449642        10672519454   1098
     37143 CHN 0          213469425        10673508607   1104
     37145 CHN 0          213487511        10674412910   1024
     37147 CHN 0          213512102        10675642465   1049
     37149 CHN 0          213527613        10676418017   1066
     37151 CHN 0          213537146        10676894669   1063
     37152 CHN 0          213537294        10676902069    136
     37154 CHN 0          213542796        10677177170    980
     37156 CHN 0          213543826        10677228670   1051
     37158 CHN 0          213551365        10677605622    380
     37160 CHN 0          213565973        10678336024   1069
     37162 CHN 0          213577209        10678897826   1098
     37164 CHN 0          213596230        10679848879   1078
     37165 CHN 0          213596292        10679851979   2908
     37167 CHN 0          213616048        10680839783   1053
     37169 CHN 0          213629848        10681529785   1036
     37172 CHN 0          213661896        10683132191    999
     37174 CHN 0          213670556        10683565192   1187
